1	9 1 47083 73162 0 47083 47083 60157 0 73161 
1	9 1 73162 73162 0 47083 0 47083 40046 45559 
1	3 1 0 0 47083 73162 73161 47083 48485 27692 
1	3 1 47083 73162 47083 73162 73161 47083 50169 0 
1	32 1 0 47083 40046 73162 48550 28907 0 52589 
1	18 1 58580 22195 55760 0 24483 73161 0 40245 
1	3 1 47083 73162 47083 73162 73161 47083 39565 61432 
1	34 1 0 22173 47083 73162 0 60157 0 0 
1	21 1 62620 0 0 19756 52134 0 0 73163 
1	6 1 47083 73162 0 47083 0 47083 40046 0 
1	41 1 0 0 13690 27557 46150 14319 0 0 
1	22 1 0 0 71938 45197 0 47083 73161 0 
1	6 1 0 0 0 47083 0 47083 73161 0 
1	55 1 73162 0 0 47083 0 47083 73161 0 
1	26 1 73163 63845 0 0 0 57374 0 0 
1	17 1 0 0 26871 73162 0 47083 70244 4901 
1	16 1 73163 30060 30589 60921 49505 5324 0 0 
1	5 1 0 0 49486 0 49486 0 0 0 
1	20 1 0 33415 47096 0 22281 0 12767 61905 
1	5 1 47086 73162 27334 73162 0 44468 47086 73161 
1	6 1 0 0 49486 0 0 47083 0 33933 
1	5 1 0 0 49486 0 49486 0 0 0 
1	7 1 0 0 0 47098 0 47098 0 60867 
1	7 1 0 0 49486 0 49486 0 0 68206 
1	82 1 73162 0 0 47083 0 47083 60157 73161 
1	26 1 0 11598 49486 0 4951 43275 7395 0 
1	8 1 0 0 49486 0 49486 0 0 51901 
1	11 1 0 0 49486 0 0 73161 0 73161 
1	67 1 63269 31545 60663 62095 13040 71896 0 0 
1	8 1 0 0 60921 68596 68596 47083 73161 47083 
1	11 1 73162 73162 0 47083 73161 60157 25612 73161 
1	9 1 0 0 49486 0 49486 0 0 14315 
1	10 1 47083 65559 0 73162 40701 31545 19756 34155 
1	24 1 47083 73162 0 47083 0 47083 73161 0 
1	7 1 0 0 49486 0 47083 45559 0 0 
1	24 1 65716 0 59063 0 17354 20196 49486 0 
1	12 1 0 0 49486 0 24940 51157 73161 0 
1	11 1 0 73162 47083 73162 73161 47083 50169 0 
1	29 1 58222 56798 23043 16687 58239 47096 0 18093 
1	7 1 0 0 49486 0 0 47083 0 67971 
1	7 1 73162 42954 25811 69094 25811 69094 0 0 
1	24 1 36747 73162 68191 0 53723 47083 0 0 
1	3 1 40907 68596 47083 73162 73161 47083 73161 47083 
1	15 1 0 0 0 0 10156 47086 53326 5679 
1	9 1 0 49486 15140 27557 0 52150 0 49486 
1	19 1 0 0 63881 51488 73163 47096 20657 38309 
1	6 1 47323 40586 0 47098 0 47098 0 0 
1	41 1 0 15578 53006 40658 73161 60431 27996 73163 
1	11 1 24622 0 0 47083 73161 40046 73161 0 
1	21 1 49999 62053 47551 73162 34429 73161 0 73161 
1	8 1 0 0 49486 0 49486 0 16585 24383 
1	9 1 57666 38902 47086 73162 47086 73161 6130 50932 
1	12 1 0 0 49486 0 49486 0 0 65694 
1	4 1 0 0 49486 73162 73161 49486 0 22173 
1	17 1 49999 62053 47551 73162 34429 73161 0 73161 
1	17 1 0 63845 49486 0 45559 0 0 0 
1	7 1 0 0 49486 0 0 73161 0 0 
1	15 1 10283 0 0 47083 0 40046 73161 0 
1	25 1 6438 0 52746 45194 0 57374 73161 49486 
1	7 1 69666 15544 49486 0 0 57374 73161 0 
1	19 1 49999 62053 47551 73162 34429 73161 0 73161 
1	15 1 73162 50654 49486 73162 34429 73161 0 73161 
1	8 1 18939 52150 0 53432 27913 53993 69456 21658 
1	7 1 0 0 49486 0 0 47083 57171 11329 
1	9 1 0 0 49486 0 49486 0 25724 73161 
1	7 1 0 0 49486 0 0 47083 0 0 
1	11 1 0 69145 69145 59259 10128 24483 43737 41384 
1	20 1 49210 33465 0 73163 47083 57374 73161 0 
1	13 1 0 0 49486 0 73161 47083 0 14696 
1	5 1 0 73162 47083 73162 73161 47083 73161 47083 
1	30 1 47083 73162 0 47083 0 47083 60157 73161 
1	17 1 27334 73162 38757 0 0 44468 47086 73161 
1	20 1 0 0 25754 49486 73161 0 73161 0 
1	9 1 0 41390 49083 73162 58222 47086 4883 22419 
1	12 1 73162 0 47083 73162 73163 47083 0 73161 
1	10 1 26176 71718 58239 47096 58239 47096 0 0 
1	18 1 0 24982 71959 11373 47083 73163 67959 26045 
1	40 1 47083 73162 0 47083 0 47083 60157 0 
1	15 1 0 0 7717 49486 49486 0 0 0 
1	17 1 73162 0 47083 73162 0 73161 47083 73161 
1	23 1 62983 0 0 0 46403 56643 43758 52005 
1	94 1 0 71370 0 47083 0 47083 60157 0 
1	5 1 0 0 49486 0 49486 0 73161 0 
1	8 1 63881 54152 0 47083 0 47083 24801 64777 
1	7 1 27570 44055 27557 34530 0 73163 22696 36747 
1	49 1 40385 28674 0 14272 47983 0 0 0 
1	6 1 24997 56532 49486 0 49486 0 0 0 
1	56 1 0 0 73163 0 53048 22660 0 0 
1	6 1 72530 45585 0 0 0 47083 11812 23111 
1	35 1 10139 0 26497 0 73163 0 49590 27516 
1	10 1 18093 0 58239 47096 58239 47096 0 18093 
1	16 1 40046 61426 0 40046 0 47083 0 59655 
1	4 1 0 20499 47083 73162 73161 47083 0 51504 
1	10 1 0 0 0 47083 0 47083 38902 73163 
1	10 1 0 0 27557 34530 11310 73161 0 0 
1	11 1 0 0 49486 0 45559 73161 0 73161 
1	26 1 73163 58490 0 40046 0 47083 0 59655 
1	5 1 0 0 49486 0 49486 0 19203 47323 
1	18 1 0 0 47086 73162 0 23559 73161 57704 
1	14 1 0 0 0 20238 47083 54830 73161 0 
1	12 1 0 47083 43306 66858 0 40046 73161 10767 
1	10 1 73162 0 22173 24940 24940 49562 0 0 
1	4 1 20499 0 47083 73162 73161 47083 0 51504 
1	11 1 49562 73162 0 0 49486 0 52922 49562 
1	16 1 47083 73162 45559 73162 45559 73161 73161 22281 
1	23 1 0 0 49486 0 56888 15578 0 0 
1	19 1 0 28441 0 0 60917 0 0 0 
1	7 1 0 49486 15140 27557 0 52150 0 49486 
1	4 1 0 0 16249 73162 73161 16249 22173 60921 
1	3 1 0 0 49486 73162 73161 49486 0 0 
1	3 1 0 0 49486 73162 73161 49486 22173 56888 
1	6 1 54839 73162 0 47083 0 47083 40046 54839 
1	15 1 57374 73162 49486 0 0 57374 23875 6438 
1	6 1 0 0 0 49486 49486 0 0 0 
1	18 1 65559 0 73162 47083 47083 0 73163 47083 
1	9 1 0 0 49486 0 49486 0 22173 56888 
